osmid,name,highway,surface,tracktype,foot,bicycle,sac_scale,trail_visibility,smoothness,width,mtb:scale,mtb:scale:imba,osmc:symbol,image,incline,lit,step_count,ford,bridge,tunnel,wheelchair,ramp,source,mapillary,scenic,section,footway,sidewalk,length_m,corridor
1118570414,Bryggväg,unclassified,,grade2,designated,,hiking,good,,2,,,,https://upload.wikimedia.org/wikipedia/commons/7/7c/SAT_Yxlan_2025_maj_5_-_%28103%29.jpg,,,,,,,,,,,,SAT Yxlan,,,104.73646762294103,CAR_ROAD
1379412989,SAT Yxlan,path,,,,,,,,,,,,,,,,,,,,,,,,SAT Yxlan,,,647.435266823758,DEDICATED_PATH
1379412990,Gustav Sjöbloms väg,track,gravel,,,,,,,,,,,,,,,,,,,,GPS-spår.,,,SAT Yxlan,,,51.01226582991072,TRACK
1379412991,Skepparbacken,residential,gravel,,designated,,hiking,good,good,,,,,https://upload.wikimedia.org/wikipedia/commons/8/82/SAT_Yxlan_K%C3%B6pmanholmen_%2820%29.jpg,,,,,,,,,,,,SAT Yxlan,,,419.96718523315246,CAR_ROAD
1379412992,SAT Yxlan,path,compacted,,designated,,hiking,good,very_bad,0.8,,,,https://upload.wikimedia.org/wikipedia/commons/b/bd/SAT_Yxlan_K%C3%B6pmanholmen_%2819%29.jpg,,,,,,,,,,,,SAT Yxlan,,,889.3803941188078,DEDICATED_PATH
1379412993,Köpmansholmsvägen,tertiary,asphalt,,,,,,,,,,,,,,,,,,,,,,,SAT Yxlan,,,21.36645636816385,CAR_ROAD
1379412999,Vagnsundavägen,tertiary,asphalt,,designated,,hiking,good,,3.5,,,,https://upload.wikimedia.org/wikipedia/commons/1/16/SAT_Yxlan_2025_maj_5_-_%2848%29.jpg,,,,,,,,,,,,SAT Yxlan,,,589.4914158654997,CAR_ROAD
1379413001,Skogskroken,residential,gravel,grade2,designated,,hiking,good,,3,,,,https://upload.wikimedia.org/wikipedia/commons/5/52/SAT_Yxlan_2025_maj_5_Skogskroken.jpg,,,,,,,,,,,,SAT Yxlan,,,403.8348743787725,CAR_ROAD
1379413002,Hästskovägen,residential,gravel,grade2,designated,,hiking,good,,3,,,,https://upload.wikimedia.org/wikipedia/commons/1/14/SAT_Yxlan_2025_maj_5_-_%2864%29.jpg,,,,,,,,,,,,SAT Yxlan,,,244.67917079792838,CAR_ROAD
1379413004,SAT Yxlan,path,compacted,,designated,,hiking,good,,0.4,,,,https://upload.wikimedia.org/wikipedia/commons/8/8c/SAT_Yxlan_2025_maj_5_-_%2880%29.jpg,,,,,,,,,,,,SAT Yxlan,,,1891.5622757616645,DEDICATED_PATH
1379413006,SAT Yxlan,track,,,,,,,,,,,,,,,,,,,,,,,,SAT Yxlan,,,15.964384891862558,TRACK
1379413007,Bryggväg,residential,compacted,grade3,designated,,,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/da/SAT_Yxlan_2025_maj_5_-_%2899%29.jpg,,,,,,,,,,,,SAT Yxlan,,,256.7093269632259,CAR_ROAD
1379413009,Bryggväg,residential,,grade2,designated,,hiking,good,,2,,,,https://upload.wikimedia.org/wikipedia/commons/0/00/SAT_Yxlan_2025_maj_5_-_%28101%29.jpg,,,,,,,,,,,,SAT Yxlan,,,178.8975333821603,CAR_ROAD
1379413010,SAT Yxlan,unclassified,,,designated,,hiking,good,,2,0,,,https://upload.wikimedia.org/wikipedia/commons/d/de/SAT_Yxlan_2025_maj_5_-_%28104%29.jpg,,,,,,,,,,,,SAT Yxlan,,,416.439955488517,CAR_ROAD
1379413011,SAT Yxlan,path,grass,,designated,,hiking,good,,1,0,,,https://upload.wikimedia.org/wikipedia/commons/e/ef/SAT_Yxlan_2025_maj_5_-_%28108%29.jpg,,,,,,,,,,,,SAT Yxlan,,,316.69229024337363,DEDICATED_PATH
1379413014,Svanviken,residential,,,designated,,hiking,good,,2,,,,https://upload.wikimedia.org/wikipedia/commons/8/86/SAT_Yxlan_2025_maj_5_-_%28123%29.jpg,,,,,,,,,,,,SAT Yxlan,,,514.8119781741423,CAR_ROAD
1379413015,SAT Yxlan,path,,grade2,designated,,hiking,good,,1,,,,https://upload.wikimedia.org/wikipedia/commons/e/e6/SAT_Yxlan_2025_maj_5_-_%28130%29.jpg,,,,,,,,,,,,SAT Yxlan,,,330.9140426677093,DEDICATED_PATH
1379413017,Hamnängsvägen,residential,,grade2,designated,,hiking,good,,2,,,,https://upload.wikimedia.org/wikipedia/commons/2/23/SAT_Yxlan_2025_maj_5_-_%28146%29.jpg,,,,,,,,,,,,SAT Yxlan,,,264.2452533946886,CAR_ROAD
1379413018,SAT Yxlan,path,grass,,designated,,hiking,good,,0.5,1,,,https://upload.wikimedia.org/wikipedia/commons/9/93/SAT_Yxlan_2025_maj_5_-_%28152%29.jpg,,,,,,,,,,,,SAT Yxlan,,,86.02069951217183,DEDICATED_PATH
1379413019,SAT Yxlan,path,gravel,,designated,,hiking,good,,1,,,,https://upload.wikimedia.org/wikipedia/commons/f/fb/SAT_Yxlan_2025_maj_5_-_%28137%29.jpg,,,,,,,,,,,,SAT Yxlan,,,219.52410789976742,DEDICATED_PATH
1379413020,Hamnviksvägen,unclassified,fine_gravel,,designated,,hiking,good,,2.5,,,,https://upload.wikimedia.org/wikipedia/commons/1/15/SAT_Yxlan_2025_maj_5_-_%28153%29.jpg,,,,,,,,,,,,SAT Yxlan,,,442.4481529869396,CAR_ROAD
1379413022,Hamnvikshöjden,residential,gravel,,designated,,,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/ae/SAT_Yxlan_2025_maj_5_-_%28162%29.jpg,,,,,,,,,,,,SAT Yxlan,,,311.0436694149549,CAR_ROAD
1379413023,Hamnviksslingan,residential,gravel,,designated,,,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/ae/SAT_Yxlan_2025_maj_5_-_%28162%29.jpg,,,,,,,,,,,,SAT Yxlan,,,198.60668162349933,CAR_ROAD
1379413024,Hamnviksvägen,unclassified,,,designated,,hiking,good,,3,,,,https://upload.wikimedia.org/wikipedia/commons/2/26/SAT_Yxlan_2025_maj_5_-_%28165%29.jpg,,,,,,,,,,,,SAT Yxlan,,,1280.266600202169,CAR_ROAD
1379413025,Vagnsundavägen,tertiary,asphalt,,,,hiking,good,,4,,,,https://upload.wikimedia.org/wikipedia/commons/9/92/SAT_Yxlan_2.jpg,,,,,,,,,,,,SAT Yxlan,,,1715.4229999573975,CAR_ROAD
1379413027,SAT Yxlan,track,,,,,hiking,good,,,,,,,,,,,,,,,,,,SAT Yxlan,,,120.82217604859602,TRACK
1379413030,Vagnsundavägen,tertiary,asphalt,,,,hiking,yes,,,,,,trailblazed=no,,,,,,,,,,,,SAT Yxlan,,,1264.7140498501794,CAR_ROAD
1379413034,Grundviksvägen,residential,,,,,,,,,,,,,,,,,,,,,,,,SAT Yxlan,,,177.83096036554008,CAR_ROAD
1379413035,SAT Yxlan,path,compacted,,designated,,hiking,bad,,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/SAT_Yxlan_34.jpg/2560px-SAT_Yxlan_34.jpg,,,,,,,,,,,,SAT Yxlan,,,1055.153022791178,DEDICATED_PATH
1421126101,SAT Yxlan,path,compacted,,designated,,hiking,good,bad,,,,,https://upload.wikimedia.org/wikipedia/commons/2/25/SAT_Yxlan_22.jpg,,,,,,,,,,,,SAT Yxlan,,,1152.364969093723,DEDICATED_PATH
1422086447,Gustav Sjöbloms väg,track,gravel,,,,hiking,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/SAT_Yxlan_26.jpg/2560px-SAT_Yxlan_26.jpg,,,,,,,,,GPS-spår.,,,SAT Yxlan,,,711.4288124947641,TRACK
1427903688,SAT Yxlan,path,rock,,designated,,hiking,bad,,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/4/46/SAT_Yxlan_37.jpg,,,,,,,,,,,,SAT Yxlan,,,106.87864148849839,DEDICATED_PATH
1427903689,SAT Yxlan,path,compacted,,designated,,hiking,bad,,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/4/46/SAT_Yxlan_35.jpg,,,,,,,,,,,,SAT Yxlan,,,230.30667759411267,DEDICATED_PATH
1427903690,SAT Yxlan,path,compacted,,designated,,hiking,bad,,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/SAT_Yxlan_34.jpg/2560px-SAT_Yxlan_34.jpghttps://upload.wikimedia.org/wikipedia/commons/c/c7/SAT_Yxlan_32.jpg,,,,,,,,,,,,SAT Yxlan,,,244.80277155250167,DEDICATED_PATH
36359810,SAT Ålö,unclassified,gravel,,designated,yes,hiking,excellent,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/fc/SAT_%C3%85l%C3%B6_vandring_2025_april_03.jpg,,,,,,,,,,,,SAT Ålö,,,418.1124789935365,CAR_ROAD
36359857,Storstrandvägen,unclassified,gravel,,designated,yes,hiking,,intermediate,,,,,https://upload.wikimedia.org/wikipedia/commons/2/26/SAT_%C3%85l%C3%B6_vandring_2025_april_69.jpg,,,,,,,,,,,,SAT Ålö,,,1105.9241547263896,CAR_ROAD
36362683,SAT Ålö,track,gravel,grade3,designated,yes,hiking,excellent,intermediate,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/%C3%85l%C3%B6_och_Stora_sand_20250805_09.jpg/3024px-%C3%85l%C3%B6_och_Stora_sand_20250805_09.jpg,,,,,,,,,,,,SAT Ålö,,,279.9183481829445,TRACK
336092845,SAT Ålö,path,ground,grade4,designated,permissive,hiking,intermediate,intermediate,,0,,,https://upload.wikimedia.org/wikipedia/commons/9/91/SAT_%C3%85l%C3%B6_vandring_2025_april_08.jpg,,,,,,,,,,,,SAT Ålö,,,216.6545056345822,DEDICATED_PATH
603480613,SAT Ålö,path,ground,,designated,permissive,hiking,good,,0.6,2,,blue:yellow_stripe:blue:SAT,https://upload.wikimedia.org/wikipedia/commons/e/e1/SAT_%C3%85l%C3%B6_2025_maj_%28228%29.jpg,,,,,,,,,,,,SAT Ålö,,,929.7767376004481,DEDICATED_PATH
703502014,SAT Ålö,path,ground,,designated,no,demanding_mountain_hiking,intermediate,bad,0.4,,,,https://upload.wikimedia.org/wikipedia/commons/a/a4/SAT_%C3%85l%C3%B6_2025_maj_%28175%29.jpg,up,,,,,,,,,492865227244814,yes,SAT Ålö,,,4496.134349929275,DEDICATED_PATH
703502020,SAT Ålö,unclassified,gravel,,designated,yes,hiking,intermediate,intermediate,,,,blue:yellow_stripe:blue:SAT,https://upload.wikimedia.org/wikipedia/commons/b/b1/SAT_%C3%85l%C3%B6_vandring_2025_april_76.jpg,,,,,,,,,,,,SAT Ålö,,,1969.2977380286354,CAR_ROAD
703502022,SAT Ålö,path,ground;rock,,designated,no,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/64/SAT_%C3%85l%C3%B6_20250805_med_base_camp_Stora_Sand_06.jpg,,,,,,,,,,,,SAT Ålö,,,10539.277614293502,DEDICATED_PATH
703502023,SAT Ålö,unclassified,gravel,,,yes,hiking,excellent,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d4/SAT_%C3%85l%C3%B6_2025_maj_%28239%29.jpg,,,,,,,,,,,,SAT Ålö,,,23.348806952729824,CAR_ROAD
703502027,SAT Ålö,path,ground,grade4,designated,permissive,hiking,intermediate,intermediate,,0,,,https://upload.wikimedia.org/wikipedia/commons/8/88/SAT_%C3%85l%C3%B6_vandring_2025_april_12.jpg,,,,,,,,,,,,SAT Ålö,,,1061.7570649423978,DEDICATED_PATH
715314511,SAT Ålö,track,ground,grade4,designated,permissive,hiking,good,bad,,1,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/%C3%85l%C3%B6_och_Stora_sand_20250805_06.jpg/3024px-%C3%85l%C3%B6_och_Stora_sand_20250805_06.jpg,,,,,,,,,,,,SAT Ålö,,,663.1170427662627,TRACK
771056531,SAT Ålö,track,ground,,yes,,hiking,good,bad,,,,,https://commons.wikimedia.org/wiki/File:SAT_%C3%85l%C3%B6_vandring_2025_april_27.jpg#,,,,,,,,,,,,SAT Ålö,,,114.53002683737094,TRACK
771056532,SAT Ålö,path,ground;rock,,designated,permissive,mountain hiking,good,,0.6,2,,yellow_stripe:blue:SAT,https://upload.wikimedia.org/wikipedia/commons/1/19/SAT_%C3%85l%C3%B6_vandring_2025_april_38.jpg,up,,,,,,,,,,,SAT Ålö,,,1835.9213556024038,DEDICATED_PATH
290717948,Öjaleden,track,compacted,grade2,designated,yes,hiking,,good,,,,,https://upload.wikimedia.org/wikipedia/commons/f/fa/SAT_Landsort_Mapillary_996157579398784_%28cropped%29.jpg,,,,,,,,,,996157579398784,,Öjaleden,,,4768.007193331348,TRACK
694128676,Öjaleden,path,,,designated,,hiking,intermediate,intermediate,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b2/%C3%96ja_campingplats_grillplats.jpg,,,,,,,,,,697341892943672,,Öjaleden,,,507.11303053669843,DEDICATED_PATH
1064115027,Öjaleden,path,rock,,designated,,mountain_hiking,intermediate,intermediate,,,,,https://upload.wikimedia.org/wikipedia/commons/4/45/SAT_Landsort_Mapillary_692479583540152_%28cropped%29.jpg,,,,,,,,,,692479583540152,,Öjaleden,,,1442.151704562173,DEDICATED_PATH
1378978031,Öjaleden,path,"ground,rock",,designated,,hiking,bad,intermediate,0.8,,,,https://upload.wikimedia.org/wikipedia/commons/c/cc/SAT_Landsort_Mapillary_1001082425551608_%28cropped%29.jpg,,,,,,,,,,1003511458649437,,Öjaleden,,,1017.8043580332167,DEDICATED_PATH
1378978034,Öjaleden,path,ground,,designated,discouraged,hiking,intermediate,bad,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/5/5c/SAT_Landsort_23.jpg,,,,,,,,,,1995824187490562,,Öjaleden,,,1709.0465832121822,DEDICATED_PATH
1378978035,Öjaleden,track,gravel,,,,,,,,,,,,,,,,,,,,,1032404109028789,,Öjaleden,,,131.79326675399363,TRACK
1378978036,Öjaleden,path,grass,,designated,permissive,hiking,intermediate,intermediate,0.6,,,,https://upload.wikimedia.org/wikipedia/commons/9/91/SAT_Landsort_Mapillary_1104814181483052_%28cropped%29.jpg,,,,,,,,,survey;mapillary,1104814181483052,,Öjaleden,,,338.1037713081705,DEDICATED_PATH
1378978037,Öjaleden,path,,,,,,,,,,,,,,,,,,,,,,,,Öjaleden,,,187.50411760343434,DEDICATED_PATH
1378978039,Öjaleden,path,rock,,designated,,hiking,intermediate,intermediate,,,,,https://upload.wikimedia.org/wikipedia/commons/1/17/SAT_Landsort_12.jpg,,,,,,,,,,,,Öjaleden,,,201.1686842668108,DEDICATED_PATH
1425811572,Öjaleden,path,ground,,designated,discouraged,hiking,intermediate,bad,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/5/5c/SAT_Landsort_23.jpg,,,,,,,,,,1995824187490562,,Öjaleden,,,377.16797395800666,DEDICATED_PATH
1425811577,Öjaleden,path,unhewn_cobblestone,,designated,,hiking,bad,very_bad,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e8/SAT_Landsort_16.jpg,,,,,,,,,,2178972745872686,,Öjaleden,,,31.939646021315326,DEDICATED_PATH
1425861408,Öjaleden,path,,,designated,,hiking,intermediate,intermediate,,,,,https://upload.wikimedia.org/wikipedia/commons/9/91/SAT_Landsort_Mapillary_1104814181483052_%28cropped%29.jpg,,,,,,,,,,1104814181483052,,Öjaleden,,,219.23031946363182,DEDICATED_PATH
1426677241,Öjaleden,path,ground,,designated,discouraged,hiking,intermediate,bad,0.5,,,,,,,,,,,,,,1995824187490562,,Öjaleden,,,20.25661208312974,DEDICATED_PATH
